SCN,BU,SBU,GRPPC3,PC,GOP,PTF,value
HYPO34,MARK,MGT,EnergyUtilities,EmergingMarkets,AsiaPacific,VentureCapital,61
HYPO34,MARK,EQD,MediaEntertainment,LegacyProducts,MiddleEast,EquityDerivatives,11
HYPO34,MARK,FIC,HealthcareSolutions,HighGrowth,DigitalTransformation,AIandRobotics,90
HYPO34,MARK,EQD,MediaEntertainment,CashCow,NorthAmerica,FixedIncomeSecurities,4
HYPO34,MARK,FIC,MediaEntertainment,HighRisk,MiddleEast,RealEstateInvestments,59
HYPO34,MARK,EQD,Telecommunications,StableEarnings,GlobalExports,GreenEnergy,31
HYPO34,MARK,CTY,FinancialServices,InnovationDriven,NorthAmerica,GreenEnergy,10
HYPO34,MARK,EQD,MediaEntertainment,MarketLeader,MiddleEast,PrivateEquity,38
HYPO34,MARK,MGT,IndustrialGoods,InnovationDriven,GlobalExports,EquityDerivatives,77
HYPO34,MARK,FIC,Automotive,CashCow,GlobalExports,PrivateEquity,15
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,Europe,CommoditiesTrading,1
HYPO34,MARK,EQD,Infrastructure,HighGrowth,DigitalTransformation,ConsumerRetail,55
HYPO34,MARK,MGT,Infrastructure,CashCow,Africa,CommoditiesTrading,57
HYPO34,MARK,FIC,IndustrialGoods,HighRisk,SustainabilityInitiatives,CommoditiesTrading,30
HYPO34,MARK,FIC,EnergyUtilities,MarketLeader,GlobalExports,PrivateEquity,47
HYPO34,MARK,FIC,Pharmaceuticals,InnovationDriven,AsiaPacific,Biotechnology,92
HYPO34,MARK,FIC,FinancialServices,MarketLeader,GlobalExports,GreenEnergy,67
HYPO34,MARK,CTY,IndustrialGoods,NicheProducts,NorthAmerica,PrivateEquity,12
HYPO34,MARK,CTY,FinancialServices,CashCow,GlobalExports,ConsumerRetail,30
HYPO34,MARK,EQD,ConsumerTech,LegacyProducts,Africa,EquityDerivatives,66
HYPO34,MARK,CTY,IndustrialGoods,NicheProducts,MiddleEast,ConsumerRetail,14
HYPO34,MARK,CTY,HealthcareSolutions,MarketLeader,R&DInvestments,AIandRobotics,91
HYPO34,MARK,FIC,FinancialServices,EmergingMarkets,AsiaPacific,VentureCapital,90
HYPO34,MARK,CTY,Automotive,HighRisk,Europe,CommoditiesTrading,67
HYPO34,MARK,FIC,ConsumerTech,HighRisk,NorthAmerica,CommoditiesTrading,31
HYPO34,MARK,FIC,ConsumerTech,HighRisk,LatinAmerica,ConsumerRetail,81
HYPO34,MARK,EQD,MediaEntertainment,HighGrowth,DigitalTransformation,PrivateEquity,9
HYPO34,MARK,MGT,Infrastructure,NicheProducts,AsiaPacific,PrivateEquity,58
HYPO34,MARK,MGT,FinancialServices,LegacyProducts,DigitalTransformation,VentureCapital,24
HYPO34,MARK,CTY,Infrastructure,MarketLeader,Africa,GreenEnergy,23
HYPO34,MARK,EQD,Pharmaceuticals,InnovationDriven,NorthAmerica,RealEstateInvestments,29
HYPO34,MARK,FIC,MediaEntertainment,MarketLeader,Europe,RealEstateInvestments,2
HYPO34,MARK,MGT,FinancialServices,InnovationDriven,SustainabilityInitiatives,AIandRobotics,90
HYPO34,MARK,CTY,HealthcareSolutions,LegacyProducts,SustainabilityInitiatives,FixedIncomeSecurities,77
HYPO34,MARK,MGT,EnergyUtilities,EmergingMarkets,Europe,PrivateEquity,80
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,AsiaPacific,AIandRobotics,14
HYPO34,MARK,MGT,MediaEntertainment,LowRisk,Europe,Biotechnology,34
HYPO34,MARK,FIC,Pharmaceuticals,HighGrowth,DigitalTransformation,FixedIncomeSecurities,84
HYPO34,MARK,EQD,HealthcareSolutions,CashCow,AsiaPacific,GreenEnergy,43
HYPO34,MARK,MGT,IndustrialGoods,HighGrowth,NorthAmerica,PrivateEquity,74
HYPO34,MARK,CTY,Pharmaceuticals,HighRisk,AsiaPacific,VentureCapital,80
HYPO34,MARK,MGT,Automotive,InnovationDriven,R&DInvestments,ConsumerRetail,32
HYPO34,MARK,MGT,MediaEntertainment,LowRisk,MiddleEast,ConsumerRetail,84
HYPO34,MARK,EQD,FinancialServices,NicheProducts,Europe,RealEstateInvestments,34
HYPO34,MARK,MGT,IndustrialGoods,EmergingMarkets,DigitalTransformation,Biotechnology,78
HYPO34,MARK,MGT,Automotive,NicheProducts,AsiaPacific,VentureCapital,89
HYPO34,MARK,CTY,FinancialServices,LowRisk,Africa,AIandRobotics,64
HYPO34,MARK,CTY,IndustrialGoods,CashCow,DigitalTransformation,CommoditiesTrading,59
HYPO34,MARK,MGT,FinancialServices,StableEarnings,MiddleEast,Biotechnology,62
HYPO34,MARK,FIC,Telecommunications,HighGrowth,Europe,VentureCapital,24
HYPO34,MARK,FIC,FinancialServices,StableEarnings,Europe,AIandRobotics,60
HYPO34,MARK,EQD,HealthcareSolutions,HighGrowth,Africa,GreenEnergy,16
HYPO34,MARK,MGT,MediaEntertainment,HighGrowth,MiddleEast,GreenEnergy,64
HYPO34,MARK,CTY,Pharmaceuticals,MarketLeader,Africa,FixedIncomeSecurities,87
HYPO34,MARK,FIC,FinancialServices,LegacyProducts,MiddleEast,AIandRobotics,3
HYPO34,MARK,MGT,Telecommunications,CashCow,SustainabilityInitiatives,VentureCapital,14
HYPO34,MARK,MGT,ConsumerTech,HighRisk,Africa,PrivateEquity,50
HYPO34,MARK,EQD,Pharmaceuticals,StableEarnings,AsiaPacific,GreenEnergy,60
HYPO34,MARK,EQD,Automotive,CashCow,R&DInvestments,Biotechnology,55
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,Europe,Biotechnology,18
HYPO34,MARK,MGT,HealthcareSolutions,MarketLeader,R&DInvestments,FixedIncomeSecurities,16
HYPO34,MARK,FIC,HealthcareSolutions,HighRisk,R&DInvestments,GreenEnergy,14
HYPO34,MARK,EQD,Telecommunications,EmergingMarkets,LatinAmerica,Biotechnology,66
HYPO34,MARK,EQD,MediaEntertainment,InnovationDriven,GlobalExports,GreenEnergy,86
HYPO34,MARK,EQD,Pharmaceuticals,MarketLeader,R&DInvestments,FixedIncomeSecurities,40
HYPO34,MARK,MGT,HealthcareSolutions,EmergingMarkets,R&DInvestments,EquityDerivatives,73
HYPO34,MARK,MGT,Automotive,EmergingMarkets,SustainabilityInitiatives,EquityDerivatives,4
HYPO34,MARK,CTY,EnergyUtilities,NicheProducts,GlobalExports,GreenEnergy,25
HYPO34,MARK,MGT,FinancialServices,StableEarnings,MiddleEast,GreenEnergy,2
HYPO34,MARK,MGT,MediaEntertainment,StableEarnings,Africa,ConsumerRetail,60
HYPO34,MARK,FIC,Pharmaceuticals,EmergingMarkets,Europe,FixedIncomeSecurities,40
HYPO34,MARK,EQD,ConsumerTech,HighRisk,MiddleEast,FixedIncomeSecurities,92
HYPO34,MARK,EQD,EnergyUtilities,EmergingMarkets,SustainabilityInitiatives,EquityDerivatives,35
HYPO34,MARK,FIC,Automotive,MarketLeader,GlobalExports,PrivateEquity,15
HYPO34,MARK,EQD,Automotive,NicheProducts,LatinAmerica,ConsumerRetail,60
HYPO34,MARK,FIC,HealthcareSolutions,NicheProducts,AsiaPacific,ConsumerRetail,18
HYPO34,MARK,FIC,ConsumerTech,CashCow,AsiaPacific,RealEstateInvestments,70
HYPO34,MARK,EQD,Telecommunications,CashCow,GlobalExports,GreenEnergy,39
HYPO34,MARK,CTY,IndustrialGoods,MarketLeader,Africa,AIandRobotics,19
HYPO34,MARK,MGT,ConsumerTech,MarketLeader,LatinAmerica,PrivateEquity,52
HYPO34,MARK,MGT,HealthcareSolutions,NicheProducts,Europe,GreenEnergy,23
HYPO34,MARK,FIC,Automotive,MarketLeader,AsiaPacific,VentureCapital,16
HYPO34,MARK,MGT,Automotive,HighGrowth,SustainabilityInitiatives,GreenEnergy,94
HYPO34,MARK,MGT,FinancialServices,EmergingMarkets,NorthAmerica,FixedIncomeSecurities,19
HYPO34,MARK,FIC,HealthcareSolutions,CashCow,AsiaPacific,AIandRobotics,61
HYPO34,MARK,CTY,MediaEntertainment,LowRisk,MiddleEast,ConsumerRetail,53
HYPO34,MARK,EQD,EnergyUtilities,HighRisk,LatinAmerica,AIandRobotics,58
HYPO34,MARK,CTY,Pharmaceuticals,StableEarnings,AsiaPacific,VentureCapital,52
HYPO34,MARK,MGT,MediaEntertainment,LegacyProducts,LatinAmerica,FixedIncomeSecurities,25
HYPO34,MARK,EQD,MediaEntertainment,LowRisk,Europe,Biotechnology,25
HYPO34,MARK,EQD,EnergyUtilities,HighGrowth,MiddleEast,GreenEnergy,65
HYPO34,MARK,CTY,FinancialServices,MarketLeader,NorthAmerica,PrivateEquity,11
HYPO34,MARK,CTY,EnergyUtilities,StableEarnings,LatinAmerica,FixedIncomeSecurities,7
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,NorthAmerica,CommoditiesTrading,74
HYPO34,MARK,MGT,ConsumerTech,CashCow,NorthAmerica,FixedIncomeSecurities,42
HYPO34,MARK,FIC,Infrastructure,StableEarnings,Europe,VentureCapital,6
HYPO34,MARK,CTY,Automotive,LowRisk,LatinAmerica,ConsumerRetail,56
HYPO34,MARK,CTY,HealthcareSolutions,HighGrowth,Europe,FixedIncomeSecurities,89
HYPO34,MARK,MGT,Automotive,HighGrowth,LatinAmerica,AIandRobotics,34
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,SustainabilityInitiatives,GreenEnergy,80
HYPO34,MARK,MGT,Pharmaceuticals,HighGrowth,SustainabilityInitiatives,GreenEnergy,18
HYPO34,MARK,EQD,Automotive,NicheProducts,Africa,GreenEnergy,42
HYPO34,MARK,FIC,Automotive,EmergingMarkets,DigitalTransformation,Biotechnology,70
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,LatinAmerica,CommoditiesTrading,96
HYPO34,MARK,CTY,ConsumerTech,EmergingMarkets,AsiaPacific,Biotechnology,6
HYPO34,MARK,CTY,HealthcareSolutions,LegacyProducts,GlobalExports,ConsumerRetail,1
HYPO34,MARK,FIC,EnergyUtilities,EmergingMarkets,R&DInvestments,GreenEnergy,20
HYPO34,MARK,CTY,IndustrialGoods,MarketLeader,Africa,GreenEnergy,33
HYPO34,MARK,MGT,IndustrialGoods,HighRisk,SustainabilityInitiatives,RealEstateInvestments,68
HYPO34,MARK,CTY,ConsumerTech,StableEarnings,GlobalExports,FixedIncomeSecurities,68
HYPO34,MARK,CTY,HealthcareSolutions,HighGrowth,Europe,CommoditiesTrading,60
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,NorthAmerica,PrivateEquity,3
HYPO34,MARK,MGT,HealthcareSolutions,CashCow,R&DInvestments,AIandRobotics,49
HYPO34,MARK,CTY,IndustrialGoods,HighGrowth,SustainabilityInitiatives,VentureCapital,43
HYPO34,MARK,MGT,EnergyUtilities,LowRisk,R&DInvestments,PrivateEquity,64
HYPO34,MARK,EQD,Automotive,CashCow,SustainabilityInitiatives,Biotechnology,39
HYPO34,MARK,CTY,Telecommunications,NicheProducts,LatinAmerica,FixedIncomeSecurities,10
HYPO34,MARK,MGT,HealthcareSolutions,StableEarnings,Africa,EquityDerivatives,3
HYPO34,MARK,FIC,HealthcareSolutions,CashCow,Africa,ConsumerRetail,11
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,R&DInvestments,CommoditiesTrading,39
HYPO34,MARK,FIC,ConsumerTech,EmergingMarkets,Africa,EquityDerivatives,57
HYPO34,MARK,EQD,IndustrialGoods,LowRisk,SustainabilityInitiatives,Biotechnology,5
HYPO34,MARK,EQD,IndustrialGoods,LegacyProducts,DigitalTransformation,AIandRobotics,19
HYPO34,MARK,FIC,ConsumerTech,HighGrowth,Africa,Biotechnology,92
HYPO34,MARK,CTY,HealthcareSolutions,LowRisk,LatinAmerica,AIandRobotics,64
HYPO34,MARK,FIC,EnergyUtilities,LegacyProducts,NorthAmerica,Biotechnology,89
HYPO34,MARK,MGT,Pharmaceuticals,MarketLeader,DigitalTransformation,VentureCapital,44
HYPO34,MARK,FIC,HealthcareSolutions,LowRisk,GlobalExports,RealEstateInvestments,41
HYPO34,MARK,FIC,Infrastructure,LegacyProducts,SustainabilityInitiatives,RealEstateInvestments,55
HYPO34,MARK,CTY,Automotive,EmergingMarkets,R&DInvestments,FixedIncomeSecurities,29
HYPO34,MARK,CTY,FinancialServices,NicheProducts,SustainabilityInitiatives,CommoditiesTrading,8
HYPO34,MARK,MGT,ConsumerTech,NicheProducts,Africa,RealEstateInvestments,52
HYPO34,MARK,EQD,Infrastructure,StableEarnings,NorthAmerica,VentureCapital,18
HYPO34,MARK,MGT,Pharmaceuticals,StableEarnings,LatinAmerica,Biotechnology,88
HYPO34,MARK,EQD,Telecommunications,LegacyProducts,NorthAmerica,FixedIncomeSecurities,50
HYPO34,MARK,MGT,Pharmaceuticals,NicheProducts,SustainabilityInitiatives,ConsumerRetail,91
HYPO34,MARK,MGT,ConsumerTech,HighGrowth,GlobalExports,PrivateEquity,99
HYPO34,MARK,FIC,MediaEntertainment,LegacyProducts,Africa,EquityDerivatives,56
HYPO34,MARK,MGT,EnergyUtilities,StableEarnings,Europe,Biotechnology,53
HYPO34,MARK,CTY,ConsumerTech,LegacyProducts,MiddleEast,FixedIncomeSecurities,97
HYPO34,MARK,EQD,MediaEntertainment,StableEarnings,SustainabilityInitiatives,GreenEnergy,9
HYPO34,MARK,FIC,Telecommunications,StableEarnings,GlobalExports,CommoditiesTrading,43
HYPO34,MARK,EQD,ConsumerTech,MarketLeader,R&DInvestments,FixedIncomeSecurities,44
HYPO34,MARK,MGT,EnergyUtilities,EmergingMarkets,Africa,RealEstateInvestments,77
HYPO34,MARK,FIC,MediaEntertainment,StableEarnings,LatinAmerica,FixedIncomeSecurities,1
HYPO34,MARK,FIC,EnergyUtilities,LegacyProducts,R&DInvestments,Biotechnology,50
HYPO34,MARK,FIC,ConsumerTech,NicheProducts,LatinAmerica,AIandRobotics,18
HYPO34,MARK,EQD,Infrastructure,LowRisk,AsiaPacific,FixedIncomeSecurities,99
HYPO34,MARK,EQD,ConsumerTech,LowRisk,LatinAmerica,EquityDerivatives,32
HYPO34,MARK,MGT,Infrastructure,HighRisk,GlobalExports,Biotechnology,9
HYPO34,MARK,CTY,FinancialServices,NicheProducts,SustainabilityInitiatives,ConsumerRetail,51
HYPO34,MARK,CTY,MediaEntertainment,CashCow,R&DInvestments,Biotechnology,35
HYPO34,MARK,EQD,Pharmaceuticals,HighGrowth,NorthAmerica,EquityDerivatives,66
HYPO34,MARK,CTY,Automotive,InnovationDriven,MiddleEast,GreenEnergy,49
HYPO34,MARK,FIC,FinancialServices,StableEarnings,DigitalTransformation,PrivateEquity,16
HYPO34,MARK,FIC,ConsumerTech,EmergingMarkets,NorthAmerica,FixedIncomeSecurities,33
HYPO34,MARK,CTY,MediaEntertainment,LegacyProducts,Africa,GreenEnergy,76
HYPO34,MARK,EQD,ConsumerTech,EmergingMarkets,LatinAmerica,RealEstateInvestments,40
HYPO34,MARK,EQD,Automotive,CashCow,NorthAmerica,AIandRobotics,81
HYPO34,MARK,FIC,Pharmaceuticals,LegacyProducts,Europe,FixedIncomeSecurities,82
HYPO34,MARK,EQD,EnergyUtilities,HighGrowth,SustainabilityInitiatives,AIandRobotics,97
HYPO34,MARK,FIC,Infrastructure,LowRisk,LatinAmerica,Biotechnology,84
HYPO34,MARK,MGT,HealthcareSolutions,NicheProducts,Europe,CommoditiesTrading,3
HYPO34,MARK,FIC,IndustrialGoods,InnovationDriven,DigitalTransformation,CommoditiesTrading,29
HYPO34,MARK,FIC,Pharmaceuticals,HighGrowth,SustainabilityInitiatives,ConsumerRetail,66
HYPO34,MARK,MGT,HealthcareSolutions,HighRisk,Europe,FixedIncomeSecurities,90
HYPO34,MARK,MGT,FinancialServices,LegacyProducts,DigitalTransformation,CommoditiesTrading,30
HYPO34,MARK,EQD,Automotive,MarketLeader,AsiaPacific,VentureCapital,8
HYPO34,MARK,FIC,Pharmaceuticals,HighGrowth,GlobalExports,CommoditiesTrading,79
HYPO34,MARK,FIC,Telecommunications,CashCow,Europe,AIandRobotics,63
HYPO34,MARK,FIC,IndustrialGoods,InnovationDriven,LatinAmerica,EquityDerivatives,96
HYPO34,MARK,FIC,IndustrialGoods,NicheProducts,DigitalTransformation,PrivateEquity,8
HYPO34,MARK,CTY,Automotive,HighRisk,AsiaPacific,ConsumerRetail,56
HYPO34,MARK,MGT,EnergyUtilities,LowRisk,SustainabilityInitiatives,PrivateEquity,86
HYPO34,MARK,CTY,HealthcareSolutions,HighRisk,Africa,RealEstateInvestments,43
HYPO34,MARK,CTY,Pharmaceuticals,NicheProducts,R&DInvestments,GreenEnergy,59
HYPO34,MARK,FIC,FinancialServices,HighGrowth,DigitalTransformation,ConsumerRetail,75
HYPO34,MARK,CTY,EnergyUtilities,StableEarnings,LatinAmerica,GreenEnergy,39
HYPO34,MARK,MGT,Infrastructure,LowRisk,Africa,VentureCapital,1
HYPO34,MARK,MGT,Automotive,InnovationDriven,DigitalTransformation,FixedIncomeSecurities,91
HYPO34,MARK,EQD,HealthcareSolutions,EmergingMarkets,DigitalTransformation,CommoditiesTrading,91
HYPO34,MARK,CTY,Pharmaceuticals,HighRisk,DigitalTransformation,RealEstateInvestments,30
HYPO34,MARK,FIC,Automotive,MarketLeader,Africa,FixedIncomeSecurities,7
HYPO34,MARK,FIC,Automotive,LowRisk,Africa,Biotechnology,91
HYPO34,MARK,MGT,ConsumerTech,HighRisk,LatinAmerica,RealEstateInvestments,27
HYPO34,MARK,EQD,IndustrialGoods,HighGrowth,Africa,AIandRobotics,11
HYPO34,MARK,CTY,Infrastructure,NicheProducts,AsiaPacific,PrivateEquity,34
HYPO34,MARK,FIC,MediaEntertainment,InnovationDriven,MiddleEast,ConsumerRetail,43
HYPO34,MARK,CTY,MediaEntertainment,CashCow,LatinAmerica,EquityDerivatives,3
HYPO34,MARK,MGT,Automotive,NicheProducts,MiddleEast,VentureCapital,69
HYPO34,MARK,FIC,HealthcareSolutions,StableEarnings,Europe,ConsumerRetail,39
HYPO34,MARK,FIC,MediaEntertainment,LowRisk,NorthAmerica,RealEstateInvestments,24
HYPO34,MARK,MGT,FinancialServices,LowRisk,DigitalTransformation,FixedIncomeSecurities,55
HYPO34,MARK,MGT,HealthcareSolutions,HighGrowth,SustainabilityInitiatives,VentureCapital,23
HYPO34,MARK,MGT,IndustrialGoods,HighRisk,R&DInvestments,GreenEnergy,88
HYPO34,MARK,EQD,HealthcareSolutions,EmergingMarkets,SustainabilityInitiatives,FixedIncomeSecurities,64
HYPO34,MARK,EQD,FinancialServices,MarketLeader,Africa,FixedIncomeSecurities,46
HYPO34,MARK,MGT,Infrastructure,LowRisk,SustainabilityInitiatives,GreenEnergy,4
HYPO34,MARK,CTY,FinancialServices,EmergingMarkets,LatinAmerica,ConsumerRetail,47
HYPO34,MARK,CTY,IndustrialGoods,InnovationDriven,GlobalExports,CommoditiesTrading,27
HYPO34,MARK,FIC,Pharmaceuticals,NicheProducts,MiddleEast,GreenEnergy,68
HYPO34,MARK,FIC,ConsumerTech,NicheProducts,GlobalExports,ConsumerRetail,84
HYPO34,MARK,MGT,IndustrialGoods,StableEarnings,R&DInvestments,AIandRobotics,66
HYPO34,MARK,MGT,Automotive,NicheProducts,Africa,ConsumerRetail,59
HYPO34,MARK,CTY,EnergyUtilities,LegacyProducts,Africa,FixedIncomeSecurities,73
HYPO34,MARK,MGT,Automotive,InnovationDriven,GlobalExports,RealEstateInvestments,27
HYPO34,MARK,MGT,ConsumerTech,LegacyProducts,AsiaPacific,AIandRobotics,10
HYPO34,MARK,FIC,IndustrialGoods,MarketLeader,AsiaPacific,ConsumerRetail,56
HYPO34,MARK,EQD,IndustrialGoods,LowRisk,Europe,ConsumerRetail,12
HYPO34,MARK,CTY,Infrastructure,StableEarnings,MiddleEast,FixedIncomeSecurities,65
HYPO34,MARK,FIC,ConsumerTech,CashCow,Africa,GreenEnergy,51
HYPO34,MARK,CTY,EnergyUtilities,InnovationDriven,MiddleEast,CommoditiesTrading,71
HYPO34,MARK,FIC,FinancialServices,StableEarnings,LatinAmerica,VentureCapital,72
HYPO34,MARK,MGT,Telecommunications,HighGrowth,GlobalExports,CommoditiesTrading,86
HYPO34,MARK,EQD,Infrastructure,LowRisk,MiddleEast,Biotechnology,9
HYPO34,MARK,MGT,Automotive,InnovationDriven,DigitalTransformation,FixedIncomeSecurities,10
HYPO34,MARK,EQD,ConsumerTech,HighRisk,AsiaPacific,VentureCapital,96
HYPO34,MARK,MGT,Automotive,StableEarnings,MiddleEast,AIandRobotics,51
HYPO34,MARK,FIC,EnergyUtilities,InnovationDriven,SustainabilityInitiatives,FixedIncomeSecurities,92
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,NorthAmerica,CommoditiesTrading,1
HYPO34,MARK,CTY,Infrastructure,MarketLeader,MiddleEast,VentureCapital,52
HYPO34,MARK,FIC,ConsumerTech,NicheProducts,MiddleEast,ConsumerRetail,83
HYPO34,MARK,CTY,Pharmaceuticals,MarketLeader,Europe,FixedIncomeSecurities,86
HYPO34,MARK,MGT,Infrastructure,InnovationDriven,LatinAmerica,VentureCapital,38
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,LatinAmerica,PrivateEquity,15
HYPO34,MARK,EQD,HealthcareSolutions,HighRisk,Africa,PrivateEquity,50
HYPO34,MARK,MGT,Automotive,HighGrowth,DigitalTransformation,AIandRobotics,50
HYPO34,MARK,MGT,ConsumerTech,EmergingMarkets,MiddleEast,RealEstateInvestments,7
HYPO34,MARK,FIC,FinancialServices,HighRisk,AsiaPacific,ConsumerRetail,74
HYPO34,MARK,EQD,HealthcareSolutions,MarketLeader,SustainabilityInitiatives,FixedIncomeSecurities,54
HYPO34,MARK,MGT,FinancialServices,HighGrowth,NorthAmerica,ConsumerRetail,64
HYPO34,MARK,CTY,Telecommunications,LegacyProducts,SustainabilityInitiatives,VentureCapital,56
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,NorthAmerica,VentureCapital,76
HYPO34,MARK,EQD,Pharmaceuticals,EmergingMarkets,Europe,Biotechnology,47
HYPO34,MARK,MGT,FinancialServices,LegacyProducts,AsiaPacific,RealEstateInvestments,40
HYPO34,MARK,CTY,HealthcareSolutions,InnovationDriven,GlobalExports,VentureCapital,43
HYPO34,MARK,MGT,EnergyUtilities,StableEarnings,GlobalExports,VentureCapital,80
HYPO34,MARK,FIC,HealthcareSolutions,StableEarnings,NorthAmerica,VentureCapital,32
HYPO34,MARK,MGT,Infrastructure,InnovationDriven,R&DInvestments,RealEstateInvestments,38
HYPO34,MARK,FIC,FinancialServices,StableEarnings,AsiaPacific,FixedIncomeSecurities,62
HYPO34,MARK,MGT,Automotive,MarketLeader,AsiaPacific,EquityDerivatives,3
HYPO34,MARK,EQD,FinancialServices,NicheProducts,DigitalTransformation,GreenEnergy,84
HYPO34,MARK,MGT,Pharmaceuticals,HighGrowth,SustainabilityInitiatives,FixedIncomeSecurities,28
HYPO34,MARK,FIC,EnergyUtilities,CashCow,NorthAmerica,AIandRobotics,32
HYPO34,MARK,CTY,EnergyUtilities,HighGrowth,AsiaPacific,GreenEnergy,94
HYPO34,MARK,FIC,EnergyUtilities,InnovationDriven,DigitalTransformation,CommoditiesTrading,80
HYPO34,MARK,MGT,Pharmaceuticals,MarketLeader,R&DInvestments,ConsumerRetail,2
HYPO34,MARK,CTY,Infrastructure,HighRisk,R&DInvestments,GreenEnergy,34
HYPO34,MARK,EQD,Pharmaceuticals,NicheProducts,AsiaPacific,AIandRobotics,9
HYPO34,MARK,EQD,FinancialServices,NicheProducts,MiddleEast,ConsumerRetail,29
HYPO34,MARK,MGT,IndustrialGoods,HighGrowth,LatinAmerica,GreenEnergy,1
HYPO34,MARK,FIC,ConsumerTech,MarketLeader,NorthAmerica,PrivateEquity,88
HYPO34,MARK,CTY,EnergyUtilities,HighRisk,NorthAmerica,GreenEnergy,11
HYPO34,MARK,FIC,EnergyUtilities,LowRisk,DigitalTransformation,VentureCapital,75
HYPO34,MARK,CTY,Automotive,CashCow,AsiaPacific,FixedIncomeSecurities,76
HYPO34,MARK,FIC,Automotive,MarketLeader,Africa,Biotechnology,7
HYPO34,MARK,MGT,EnergyUtilities,CashCow,MiddleEast,RealEstateInvestments,30
HYPO34,MARK,CTY,Telecommunications,CashCow,MiddleEast,AIandRobotics,59
HYPO34,MARK,MGT,EnergyUtilities,StableEarnings,NorthAmerica,EquityDerivatives,4
HYPO34,MARK,MGT,Pharmaceuticals,CashCow,LatinAmerica,RealEstateInvestments,6
HYPO34,MARK,CTY,ConsumerTech,InnovationDriven,DigitalTransformation,EquityDerivatives,15
HYPO34,MARK,FIC,FinancialServices,NicheProducts,MiddleEast,RealEstateInvestments,40
HYPO34,MARK,EQD,Pharmaceuticals,LowRisk,DigitalTransformation,FixedIncomeSecurities,3
HYPO34,MARK,MGT,Infrastructure,EmergingMarkets,GlobalExports,RealEstateInvestments,70
HYPO34,MARK,CTY,ConsumerTech,HighRisk,SustainabilityInitiatives,EquityDerivatives,77
HYPO34,MARK,FIC,Infrastructure,EmergingMarkets,AsiaPacific,RealEstateInvestments,48
HYPO34,MARK,FIC,IndustrialGoods,NicheProducts,LatinAmerica,RealEstateInvestments,3
HYPO34,MARK,CTY,IndustrialGoods,HighGrowth,DigitalTransformation,PrivateEquity,38
HYPO34,MARK,FIC,MediaEntertainment,NicheProducts,Africa,RealEstateInvestments,9
HYPO34,MARK,EQD,Telecommunications,HighRisk,GlobalExports,EquityDerivatives,37
HYPO34,MARK,MGT,FinancialServices,NicheProducts,MiddleEast,RealEstateInvestments,39
HYPO34,MARK,CTY,MediaEntertainment,StableEarnings,MiddleEast,CommoditiesTrading,48
HYPO34,MARK,EQD,EnergyUtilities,EmergingMarkets,DigitalTransformation,GreenEnergy,40
HYPO34,MARK,MGT,Telecommunications,LegacyProducts,MiddleEast,AIandRobotics,60
HYPO34,MARK,FIC,ConsumerTech,InnovationDriven,DigitalTransformation,VentureCapital,40
HYPO34,MARK,EQD,MediaEntertainment,LegacyProducts,NorthAmerica,EquityDerivatives,7
HYPO34,MARK,EQD,ConsumerTech,CashCow,AsiaPacific,GreenEnergy,88
HYPO34,MARK,EQD,Automotive,LegacyProducts,NorthAmerica,EquityDerivatives,24
HYPO34,MARK,CTY,HealthcareSolutions,LowRisk,NorthAmerica,GreenEnergy,33
HYPO34,MARK,MGT,Pharmaceuticals,StableEarnings,GlobalExports,EquityDerivatives,43
HYPO34,MARK,MGT,FinancialServices,InnovationDriven,Africa,GreenEnergy,15
HYPO34,MARK,MGT,Telecommunications,StableEarnings,AsiaPacific,EquityDerivatives,58
HYPO34,MARK,CTY,FinancialServices,HighRisk,NorthAmerica,Biotechnology,20
HYPO34,MARK,EQD,EnergyUtilities,HighRisk,Africa,AIandRobotics,16
HYPO34,MARK,MGT,Telecommunications,EmergingMarkets,LatinAmerica,ConsumerRetail,58
HYPO34,MARK,MGT,FinancialServices,InnovationDriven,SustainabilityInitiatives,ConsumerRetail,14
HYPO34,MARK,FIC,ConsumerTech,HighGrowth,SustainabilityInitiatives,GreenEnergy,92
HYPO34,MARK,FIC,EnergyUtilities,CashCow,R&DInvestments,CommoditiesTrading,88
HYPO34,MARK,FIC,Infrastructure,MarketLeader,SustainabilityInitiatives,VentureCapital,55
HYPO34,MARK,EQD,Infrastructure,StableEarnings,GlobalExports,ConsumerRetail,57
HYPO34,MARK,MGT,Pharmaceuticals,HighRisk,Europe,GreenEnergy,94
HYPO34,MARK,MGT,HealthcareSolutions,StableEarnings,AsiaPacific,PrivateEquity,66
HYPO34,MARK,MGT,Telecommunications,LegacyProducts,GlobalExports,AIandRobotics,78
